bf_nr,aufgabentraeger,bahnhof,preisklasse,bundesland,preis_spnv,preis_spfv,bemerkung
5958LNVG,,Stadtoldendorf,6,Niedersachsen,4.23,10.34,
5960TLBV,,Stadtroda,6,Thüringen,3.43,9.13,
5962RMV,,Staffel,6,Hessen,2.48,6.52,
5964VMBW,,Stahringen,6,Baden-Württemberg,2.35,6.18,
8198ZÖPNVSüd,,Stambach,7,Rheinland-Pfalz,1.49,4.01,
5966BEG,,Stammbach,6,Bayern,2.89,7.59,
5967NASA,,Stapelburg,7,Sachsen-Anhalt,2.77,7.39,
5970BEG,,Starnberg,4,Bayern,3.19,7.89,
4750BEG,,Starnberg-Nord,4,Bayern,3.19,7.89,
5971NASA,,Staßfurt,5,Sachsen-Anhalt,3.29,8.62,
5972VVO,,Stauchitz,6,Sachsen,2.85,7.61,
5973ZÖPNVSüd,,Staudernheim,5,Rheinland-Pfalz,2.95,7.78,
5919NVV,,Staufenberg-Speele,6,Niedersachsen,2.73,7.26,
5975LNVG,,Stederdorf(KrUelzen),7,Niedersachsen,2.85,7.6,
5977BEG,,Stegenwaldhaus,7,Bayern,2.13,5.65,
5980VMS,,Steina,6,Sachsen,3.63,9.66,
5981BEG,,Steinach(bRothenburgodTauber),4,Bayern,3.19,7.89,
5982VMBW,,Steinach(Baden),6,Baden-Württemberg,2.35,6.18,
5983TLBV,,Steinach(Thür),7,Thüringen,2.7,7.22,
6867TLBV,,SteinachSüd,7,Thüringen,2.7,7.22,
5984ZÖPNVSüd,,Steinalben,7,Rheinland-Pfalz,1.49,4.01,
5986RMV,,Steinau(Straße),5,Hessen,2.4,6.3,
5989BEG,,SteinbachaWald,5,Bayern,2.72,7.01,
5990TLBV,,Steinbach-Hallenberg,6,Thüringen,3.43,9.13,
5991BEG,,Steinebach,6,Bayern,2.89,7.59,
5992ZVRPNord,,Steinefrenz,6,Rheinland-Pfalz,2.27,5.85,
5993VMBW,,Steinen,5,Baden-Württemberg,2.91,7.35,
5994NASA,,Steinfeld(bStendal),7,Sachsen-Anhalt,2.77,7.39,
5995LNVG,,Steinfeld(Oldb),6,Niedersachsen,4.23,10.34,
7461ZÖPNVSüd,,Steinfeld(Pfalz),7,Rheinland-Pfalz,1.49,4.01,
781NWL,,Steinfurt-Borghorst,6,Nordrhein-Westfalen,3.85,9.87,
997NWL,,Steinfurt-Burgsteinfurt,6,Nordrhein-Westfalen,3.85,9.87,
3369NWL,,Steinfurt-Grottenkamp,6,Nordrhein-Westfalen,3.85,9.87,
5996NWL,,Steinhagen(Westf),6,Nordrhein-Westfalen,3.85,9.87,
3030NWL,,Steinhagen(Westf)BielefelderStraße,6,Nordrhein-Westfalen,3.85,9.87,
5997VMV,,Steinhausen-Neuburg,7,Mecklenburg-Vorpommern,3.47,9.27,
5999NWL,,Steinheim(Westf),6,Nordrhein-Westfalen,3.85,9.87,
5998RMV,,Steinheim/Main,5,Hessen,2.4,6.3,
5496NWL,,Steinheim-Sandebeck,7,Nordrhein-Westfalen,2.48,,"6,41Namealt:Sandebeck"
6004VMS,,Steinpleis,6,Sachsen,3.63,9.66,
6005VMBW,,Steinsfurt,6,Baden-Württemberg,2.35,6.18,
6006NASA,,Steintorbrücke,6,Sachsen-Anhalt,3.34,8.9,
4342ZÖPNVSüd,,Steinweiler,6,Rheinland-Pfalz,1.99,5.22,
6007ZÖPNVSüd,,Steinwenden,7,Rheinland-Pfalz,1.49,4.01,
6008LNVG,,Stelle,5,Niedersachsen,4.79,12.4,
2797BWVI,,Stellingen,4,Hamburg,2.79,6.93,
6010NASA,,StendalHbf,3,Sachsen-Anhalt,6.59,17.26,
8238NASA,,StendalHochschule,6,Sachsen-Anhalt,3.34,8.9,
6012NASA,,StendalVorbf,7,Sachsen-Anhalt,2.77,7.39,
6013NASA,,Stendal-Stadtsee,5,Sachsen-Anhalt,3.29,8.62,
6015VMS,,Stenn,7,Sachsen,2.75,7.32,
6017RMV,,Sterbfritz,6,Hessen,2.48,6.52,
6021VMV,,Sternfeld,6,Mecklenburg-Vorpommern,4.2,11.06,
2516BWVI,,Sternschanze,3,Hamburg,2.76,7.25,
6023VMBW,,Stetten(Donau),7,Baden-Württemberg,1.9,5.07,
6024BEG,,Stetten(Schwab),6,Bayern,2.89,7.59,
6026VRStutt,,Stetten-Beinstein,5,Baden-Württemberg,2.09,5.58,
8262VMBW,,Stettfeld-Weiher,5,Baden-Württemberg,2.91,7.35,
6028NWL,,StiftKeppel-Allenbach,7,Nordrhein-Westfalen,2.48,6.41,
6029BEG,,Stockau,6,Bayern,2.89,7.59,
6030BEG,,Stockdorf,5,Bayern,2.72,7.01,
6031RMV,,Stockhausen(Lahn),6,Hessen,2.48,6.52,
6032BEG,,Stockheim(Oberfr),6,Bayern,2.89,7.59,
6034BEG,,Stockstadt(Main),6,Bayern,2.89,7.59,
6035RMV,,Stockstadt(Rhein),6,Hessen,2.48,6.52,
6037goR,,Stolberg(Rheinl)Hbf,4,Nordrhein-Westfalen,2.69,6.76,
6038VMS,,Stollberg(Sachs),6,Sachsen,3.63,9.66,
6039VVO,,Stolpen,7,Sachsen,2.46,6.58,
6040goR,,Stommeln,5,Nordrhein-Westfalen,2.69,7.09,
6041VBB,,Storkow(Mark),6,Brandenburg,3.98,10.22,
6042VBBBerlin,,StorkowerStraße,4,Berlin,2.0,5.33,
6045VMBW,,Storzingen,6,Baden-Württemberg,2.35,6.18,
6047TLBV,,Stotternheim,6,Thüringen,3.43,9.13,
6049VMV,,StralsundHbf,3,Mecklenburg-Vorpommern,27.07,69.66,
6050VMV,,StralsundRügendamm,6,Mecklenburg-Vorpommern,4.2,11.06,
8014VMV,,Stralsund-Grünhufe,6,Mecklenburg-Vorpommern,4.2,11.06,
6051VMV,,Strasburg(Uckerm),6,Mecklenburg-Vorpommern,4.2,11.06,
6053VMBW,,Straßberg-Winterlingen,7,Baden-Württemberg,1.9,5.07,
6055BEG,,Straßkirchen,6,Bayern,2.89,7.59,
6052BEG,,Straß-Moos,7,Bayern,2.13,5.65,
6056BEG,,Straubing,4,Bayern,3.19,7.89,
8338BEG,,StraubingHafen,7,Bayern,2.13,5.65,
6057BEG,,StraubingOst,7,Bayern,2.13,5.65,
6058VBB,,Strausberg,4,Brandenburg,5.17,13.68,
6059VBB,,StrausbergNord,6,Brandenburg,3.98,10.22,
6060VBB,,StrausbergStadt,6,Brandenburg,3.98,10.22,
6061TLBV,,Straußfurt,6,Thüringen,3.43,9.13,
7761VBBBerlin,,Stresow,5,Berlin,1.96,5.19,
6064VMV,,Strohkirchen,7,Mecklenburg-Vorpommern,3.47,9.27,
6065BEG,,Strullendorf,6,Bayern,2.89,7.59,
6066NWL,,Struthütten,7,Nordrhein-Westfalen,2.48,6.41,
6067LNVG,,Stubben,6,Niedersachsen,4.23,10.34,
6069NASA,,Stumsdorf,6,Sachsen-Anhalt,3.34,8.9,
6070VRStutt,,StuttgartEbitzweg,7,Baden-Württemberg,4.39,11.71,
6079VRStutt,,StuttgartFeuersee,3,Baden-Württemberg,2.9,7.67,
1824VRStutt,,StuttgartFlughafen/Messe,4,Baden-Württemberg,2.9,7.74,
6071VMBW,,StuttgartHbf,1,Baden-Württemberg,24.27,64.77,
6072VRStutt,,StuttgartNeckarpark,4,Baden-Württemberg,2.9,7.74,
6073VRStutt,,StuttgartNord,5,Baden-Württemberg,2.09,5.58,
6074VRStutt,,StuttgartNürnbergerStraße,5,Baden-Württemberg,2.09,5.58,
6075VRStutt,,StuttgartÖsterfeld,4,Baden-Württemberg,2.9,7.74,
6083VRStutt,,StuttgartSchwabstraße,3,Baden-Württemberg,2.9,7.67,
6085VRStutt,,StuttgartStadtmitte,3,Baden-Württemberg,2.9,7.67,
6076VRStutt,,StuttgartUniversität,4,Baden-Württemberg,2.9,7.74,
6077VMBW,,Stuttgart-BadCannstatt,3,Baden-Württemberg,5.29,13.61,
6078VRStutt,,Stuttgart-Feuerbach,4,Baden-Württemberg,2.9,7.74,
6080VRStutt,,Stuttgart-Münster,7,Baden-Württemberg,4.39,11.71,
6081VRStutt,,Stuttgart-Obertürkheim,4,Baden-Württemberg,2.9,7.74,
6082VRStutt,,Stuttgart-Rohr,4,Baden-Württemberg,2.9,7.74,
6084VRStutt,,Stuttgart-Sommerrain,5,Baden-Württemberg,2.09,5.58,
6086VRStutt,,Stuttgart-UntertürkheimPbf,3,Baden-Württemberg,2.9,7.67,
6087VRStutt,,Stuttgart-Vaihingen,3,Baden-Württemberg,2.9,7.67,
6088VRStutt,,Stuttgart-Weilimdorf,5,Baden-Württemberg,2.09,5.58,
6089VRStutt,,Stuttgart-Zazenhausen,7,Baden-Württemberg,4.39,11.71,
6090VRStutt,,Stuttgart-Zuffenhausen,3,Baden-Württemberg,2.9,7.67,
6093VMV,,Subzin-Liessow,7,Mecklenburg-Vorpommern,3.47,9.27,
7289NAHSH,,Suchsdorf,6,Schleswig-Holstein,3.53,9.43,
7146VBBBerlin,,Südende,5,Berlin,1.96,5.19,
6094NAHSH,,Süderbrarup,6,Schleswig-Holstein,3.53,9.43,
6095LNVG,,Suderburg,6,Niedersachsen,4.23,10.34,
6096NAHSH,,Süderdeich,7,Schleswig-Holstein,2.21,5.91,
6098LNVG,,Suerhop,7,Niedersachsen,2.85,7.6,
6099TLBV,,Suhl,5,Thüringen,3.74,9.97,
6101TLBV,,Suhl-Heinrichs,7,Thüringen,2.7,7.22,
6103VMV,,Sukow(bSchwerin),7,Mecklenburg-Vorpommern,3.47,9.27,
6105BWVI,,Sülldorf,5,Hamburg,3.94,7.0,
6106VMV,,Sülstorf,6,Mecklenburg-Vorpommern,4.2,11.06,
6107VMBW,,Sulz(Neckar),5,Baden-Württemberg,2.91,7.35,
6108VMBW,,Sülzbach,6,Baden-Württemberg,2.35,6.18,
6111VMBW,,Sulzbach(Murr),5,Baden-Württemberg,2.91,7.35,
6112ZPS,,Sulzbach(Saar),5,Saarland,1.58,4.0,
6113ZPS,,Sulzbach(Saar)Altenwald,6,Saarland,1.54,4.04,
6114RMV,,Sulzbach(Taunus),6,Hessen,2.48,6.52,
6115RMV,,Sulzbach(Taunus)Nord,6,Hessen,2.48,6.52,
7459VMBW,,SülzbachSchule,6,Baden-Württemberg,2.35,6.18,
6116BEG,,Sulzbach-Rosenberg,6,Bayern,2.89,7.59,
6117BEG,,Sulzbach-RosenbergHütte,6,Bayern,2.89,7.59,
6367ZÖPNVSüd,,Sulzbachtal,6,Rheinland-Pfalz,1.99,5.22,
6118BEG,,Sulzberg,7,Bayern,2.13,5.65,
6120TLBV,,Sülzenbrücken,6,Thüringen,3.43,9.13,
6122BEG,,Sünching,6,Bayern,2.89,7.59,
6123VBBBerlin,,SundgauerStraße,5,Berlin,1.96,5.19,
6127VMBW,,Süßen,4,Baden-Württemberg,3.92,10.18,
4723goR,,Swisttal-Odendorf,6,Nordrhein-Westfalen,3.77,8.76,
6128LNVG,,Syke,4,Niedersachsen,4.96,13.09,
6130ZVV,,Syrau,6,Sachsen,3.51,9.38,
6131VRR,,Sythen,5,Nordrhein-Westfalen,2.32,5.93,
6132ZVRPNord,,Taben,6,Rheinland-Pfalz,2.27,5.85,
6137VRStutt,,Tamm(Württ),4,Baden-Württemberg,2.9,7.74,
6138NASA,,Tangerhütte,6,Sachsen-Anhalt,3.34,8.9,
6139NASA,,Tangermünde,7,Sachsen-Anhalt,2.77,7.39,
7973NASA,,TangermündeWest,7,Sachsen-Anhalt,2.77,7.39,
6142ZVNL,,Tanndorf,6,Sachsen,2.56,6.83,
6144VMBW,,Tannheim(Württ),7,Baden-Württemberg,1.9,5.07,
6145TLBV,,Tannroda,7,Thüringen,2.7,7.22,
6146VBB,,Tantow,6,Brandenburg,3.98,10.22,
6147BEG,,Tapfheim,7,Bayern,2.13,5.65,
6148NAHSH,,Tarp,6,Schleswig-Holstein,3.53,9.43,
6150NAHSH,,Tating,7,Schleswig-Holstein,2.21,5.91,
6151ZVON,,Taubenheim(Spree),6,Sachsen,3.28,8.7,
6153BEG,,Tauberfeld,6,Bayern,2.89,7.59,
6154ZVNL,,Taucha(bLeipzig),5,Sachsen,3.24,8.61,
6157BEG,,Taufkirchen,4,Bayern,3.19,7.89,
6158ZVNL,,Tautenhain,6,Sachsen,2.56,6.83,
6160NASA,,Teicha,7,Sachsen-Anhalt,2.77,7.39,
4379VBB,,Teichland,6,Brandenburg,3.98,10.22,
6162BEG,,Teisendorf,5,Bayern,2.72,7.01,
6164NWL,,Telgte,6,Nordrhein-Westfalen,3.85,9.87,
6165VBB,,Teltow,6,Brandenburg,3.98,10.22,
2871VBB,,TeltowStadt,5,Brandenburg,3.44,9.13,
6166ZVRPNord,,Temmels,6,Rheinland-Pfalz,2.27,5.85,
6167VBB,,Templin,7,Brandenburg,3.21,8.56,
6168VBB,,TemplinStadt,6,Brandenburg,3.98,10.22,
6170VMBW,,Teningen-Mundingen,6,Baden-Württemberg,2.35,6.18,
6172VMV,,Teschenhagen,6,Mecklenburg-Vorpommern,4.2,11.06,
6173VMV,,Teschow,7,Mecklenburg-Vorpommern,3.47,9.27,
6174VMV,,Tessin,6,Mecklenburg-Vorpommern,4.2,11.06,
7983VMV,,TessinWest,7,Mecklenburg-Vorpommern,3.47,9.27,
6175VMV,,Teterow,6,Mecklenburg-Vorpommern,4.2,11.06,
6178NASA,,Teuchern,6,Sachsen-Anhalt,3.34,8.9,
6181NASA,,Teutschenthal,6,Sachsen-Anhalt,3.34,8.9,
6182NASA,,TeutschenthalOst,6,Sachsen-Anhalt,3.34,8.9,
6184NASA,,ThaleHbf,5,Sachsen-Anhalt,3.29,8.62,
2459NASA,,ThaleMusestieg,7,Sachsen-Anhalt,2.77,7.39,
6185ZÖPNVSüd,,Thaleischweiler-Fröschen,6,Rheinland-Pfalz,1.99,5.22,
6186BEG,,Thalfingen(bUlm),6,Bayern,2.89,7.59,
6189BEG,,Thann-Matzbach,6,Bayern,2.89,7.59,
6190BEG,,Thansüß,7,Bayern,2.13,5.65,
6191VVO,,Tharandt,4,Sachsen,2.53,6.78,
6193ZÖPNVSüd,,Theisbergstegen,7,Rheinland-Pfalz,1.49,4.01,
6194NASA,,Theißen,6,Sachsen-Anhalt,3.34,8.9,
6195TLBV,,Themar,6,Thüringen,3.43,9.13,
6197NAHSH,,Thesdorf,4,Schleswig-Holstein,4.78,12.76,
6203BEG,,Thüngersheim,6,Bayern,2.89,7.59,
6204ZVRPNord,,Thür,6,Rheinland-Pfalz,2.27,5.85,
6208VBB,,Thyrow,6,Brandenburg,3.98,10.22,
6209NAHSH,,Tiebensee,7,Schleswig-Holstein,2.21,5.91,
6210VVO,,Tiefenau,6,Sachsen,2.85,7.61,
6215BWVI,,Tiefstack,5,Hamburg,3.94,7.0,
6216VMBW,,Tiengen(Hochrhein),5,Baden-Württemberg,2.91,7.35,
6217VBBBerlin,,Tiergarten,4,Berlin,2.0,5.33,
6218NAHSH,,Timmendorferstrand,5,Schleswig-Holstein,3.75,9.91,
6220VMBW,,Titisee,5,Baden-Württemberg,2.91,7.35,
6225NAHSH,,Tönning,6,Schleswig-Holstein,3.53,9.43,
6227TLBV,,Töppeln,7,Thüringen,2.7,7.22,
6228ZVNL,,Torgau,5,Sachsen,3.24,8.61,
6229VMV,,Torgelow,6,Mecklenburg-Vorpommern,4.2,11.06,
6230NAHSH,,Tornesch,5,Schleswig-Holstein,3.75,9.91,
6231LNVG,,Tostedt,4,Niedersachsen,4.96,13.09,
6232ZVRPNord,,Traben-TrarbachDB,7,Rheinland-Pfalz,2.0,4.62,
6233BEG,,Trabitz,6,Bayern,2.89,7.59,
6234RMV,,Trais-Horloff,7,Hessen,1.88,4.96,
6240BEG,,Traunstein,3,Bayern,4.75,12.53,
6242VBB,,Trebbin,5,Brandenburg,3.44,9.13,
6243TLBV,,Treben-Lehma,6,Thüringen,3.43,9.13,
6244BEG,,Trebgast,6,Bayern,2.89,7.59,
6245NASA,,Trebitz(bKönnern),7,Sachsen-Anhalt,2.77,7.39,
6247VBB,,Trebnitz(Mark),6,Brandenburg,3.98,10.22,
6249ZÖPNVSüd,,Trechtingshausen,6,Rheinland-Pfalz,1.99,5.22,
6250ZVRPNord,,Treis-Karden,5,Rheinland-Pfalz,2.59,5.24,
6251VBBBerlin,,TreptowerPark,4,Berlin,2.0,5.33,
6252BEG,,Treuchtlingen,3,Bayern,4.75,12.53,
6253ZVV,,Treuen,7,Sachsen,3.28,8.76,
6254VBB,,Treuenbrietzen,7,Brandenburg,3.21,8.56,
6255VBB,,TreuenbrietzenSüd,7,Brandenburg,3.21,8.56,
6256NVV,,Treysa,4,Hessen,4.8,10.93,
6257RVB,,Triangel,7,Niedersachsen,2.54,6.37,
6258VMBW,,Triberg,5,Baden-Württemberg,2.91,7.35,
6262TLBV,,Triebes,7,Thüringen,2.7,7.22,
6263BEG,,Triefenried,6,Bayern,2.89,7.59,
8299ZVRPNord,,TrierHafenstraße,4,Rheinland-Pfalz,4.57,,"11,36Inbetriebnahme03032025"
6264ZVRPNord,,TrierHbf,2,Rheinland-Pfalz,18.55,48.01,
6265ZVRPNord,,TrierSüd,5,Rheinland-Pfalz,2.59,5.24,
6266ZVRPNord,,TrierWest,5,Rheinland-Pfalz,2.59,,"5,24Inbetriebnahme03032025"
1733ZVRPNord,,Trier-Euren,6,Rheinland-Pfalz,2.27,,"5,85Inbetriebnahme03032025"
8307ZVRPNord,,Trier-Pallien,5,Rheinland-Pfalz,2.59,,"5,24Inbetriebnahme03032025"
7012ZVRPNord,,Trier-Zewen,6,Rheinland-Pfalz,2.27,,"5,85Inbetriebnahme03032025"
6268BEG,,Triesdorf,6,Bayern,2.89,7.59,
6269TLBV,,Triptis,6,Thüringen,3.43,9.13,
6271VMBW,,Trochtelfingen(bBopfingen),7,Baden-Württemberg,1.9,5.07,
6273goR,,Troisdorf,3,Nordrhein-Westfalen,5.27,13.91,
6274VRR,,Trompet,5,Nordrhein-Westfalen,2.32,5.93,
6275NASA,,Tromsdorf,7,Sachsen-Anhalt,2.77,7.39,
6279VMBW,,TübingenHbf,2,Baden-Württemberg,15.35,40.77,
6281VMBW,,Tübingen-Derendingen,6,Baden-Württemberg,2.35,6.18,
6282VMBW,,Tübingen-Lustnau,6,Baden-Württemberg,2.35,6.18,
6286BEG,,Türkenfeld,5,Bayern,2.72,7.01,
6288ZPS,,Türkismühle,4,Saarland,3.19,6.65,
6292VMBW,,Tuttlingen,3,Baden-Württemberg,5.29,13.61,
8039VMBW,,TuttlingenGänsäcker,7,Baden-Württemberg,1.9,5.07,
7993VMBW,,TuttlingenNord,7,Baden-Württemberg,1.9,5.07,
8038VMBW,,TuttlingenSchulen,7,Baden-Württemberg,1.9,5.07,
6293VMBW,,TuttlingenZentrum,7,Baden-Württemberg,1.9,5.07,
6294BEG,,Tutzing,3,Bayern,4.75,12.53,
6295LNVG,,Twistringen,4,Niedersachsen,4.96,13.09,
6297goR,,Übach-Palenberg,5,Nordrhein-Westfalen,2.69,7.09,
6298NWL,,Ubbedissen,7,Nordrhein-Westfalen,2.48,6.41,
8002VMBW,,Überlingen,6,Baden-Württemberg,2.35,6.18,
4915VMBW,,Überlingen-Nußdorf,6,Baden-Württemberg,2.35,6.18,
6299VMBW,,Überlingen-Therme,6,Baden-Württemberg,2.35,6.18,
6301BEG,,Übersee,5,Bayern,2.72,7.01,
6302VMBW,,Ubstadt-Weiher,6,Baden-Württemberg,2.35,6.18,
6303NASA,,Uchtspringe,7,Sachsen-Anhalt,2.77,7.39,
6306TLBV,,Uder,6,Thüringen,3.43,9.13,
6308VBB,,Uebigau,6,Brandenburg,3.98,10.22,
6309VMV,,Ueckermünde,7,Mecklenburg-Vorpommern,3.47,9.27,
8162VMV,,UeckermündeStadthafen,7,Mecklenburg-Vorpommern,3.47,9.27,
6310LNVG,,Uelzen,2,Niedersachsen,22.77,59.22,
6311BEG,,Uffenheim,6,Bayern,2.89,7.59,
6312BEG,,UffingamStaffelsee,5,Bayern,2.72,7.01,
6314VMBW,,Uhingen,5,Baden-Württemberg,2.91,7.35,
6315VMBW,,Uhldingen-Mühlhofen,6,Baden-Württemberg,2.35,6.18,
6316ZÖPNVSüd,,Uhlerborn,6,Rheinland-Pfalz,1.99,5.22,
6317TLBV,,Uhlstädt,6,Thüringen,3.43,9.13,
6318ZVON,,Uhsmannsdorf,6,Sachsen,3.28,8.7,
6319ZVON,,Uhyst,7,Sachsen,3.35,8.94,
6321VVO,,Ulbersdorf,7,Sachsen,2.46,6.58,
6323VMBW,,UlmHbf,2,Baden-Württemberg,15.35,40.77,
6324VMBW,,UlmOst,6,Baden-Württemberg,2.35,6.18,
5734VMBW,,Ulm-Donautal,6,Baden-Württemberg,2.35,6.18,
6325VMBW,,Ulm-Söflingen,6,Baden-Württemberg,2.35,6.18,
6328BEG,,UmrathshausenOrt,7,Bayern,2.13,5.65,
6329VMBW,,Unadingen,7,Baden-Württemberg,1.9,5.07,
6330BEG,,Undorf,6,Bayern,2.89,7.59,
6331BEG,,Unfriedsdorf,7,Bayern,2.13,5.65,
6334ZVRPNord,,Unkel,5,Rheinland-Pfalz,2.59,5.24,
6335NWL,,Unna,3,Nordrhein-Westfalen,7.97,17.74,
6337NWL,,Unna-Königsborn,6,Nordrhein-Westfalen,3.85,9.87,
6338ZVRPNord,,Unnau-Korb,7,Rheinland-Pfalz,2.0,4.62,
6336NWL,,Unna-West,6,Nordrhein-Westfalen,3.85,9.87,
6341BEG,,Unterammergau,7,Bayern,2.13,5.65,
6342BEG,,Unterasbach,6,Bayern,2.89,7.59,
6344BEG,,Unterelchingen,6,Bayern,2.89,7.59,
6346BEG,,Unterföhring,4,Bayern,3.19,7.89,
6347BEG,,Untergrainau,7,Bayern,2.13,5.65,
6348VMBW,,Untergriesheim,6,Baden-Württemberg,2.35,6.18,
6350BEG,,Unterhaching,5,Bayern,2.72,7.01,
6351BEG,,Unterhausen(Bay),6,Bayern,2.89,7.59,
6352BEG,,Unterheckenhofen,6,Bayern,2.89,7.59,
6354VMBW,,Unterkochen,7,Baden-Württemberg,1.9,5.07,
6356TLBV,,Unterlemnitz,7,Thüringen,2.7,7.22,
6357VRStutt,,Unterlenningen,7,Baden-Württemberg,4.39,11.71,
6358TLBV,,Unterloquitz,7,Thüringen,2.7,7.22,
6359LNVG,,Unterlüß,5,Niedersachsen,4.79,12.4,
6360TLBV,,Untermaßfeld,6,Thüringen,3.43,9.13,
6362VMBW,,Unterreichenbach,6,Baden-Württemberg,2.35,6.18,
6363BEG,,Unterschleißheim,5,Bayern,2.72,7.01,
6366BEG,,Untersteinach(bStadtsteinach),6,Bayern,2.89,7.59,
6368TLBV,,Unterwellenborn,7,Thüringen,2.7,7.22,
6371VMBW,,Urbach(bSchorndorf),5,Baden-Württemberg,2.91,7.35,
6373goR,,Urft,6,Nordrhein-Westfalen,3.77,8.76,
5137ZVRPNord,,Urmersbach,7,Rheinland-Pfalz,2.0,4.62,
8137ZVRPNord,,UrmitzRheinbrücke,6,Rheinland-Pfalz,2.27,5.85,
6375BEG,,Urschalling,7,Bayern,2.13,5.65,
6376VMBW,,Urspring,6,Baden-Württemberg,2.35,6.18,
6378ZVRPNord,,ÜrzigDB,6,Rheinland-Pfalz,2.27,5.85,
6379ZVRPNord,,Usch-Zendscheid,7,Rheinland-Pfalz,2.0,4.62,
6380LNVG,,Uslar,6,Niedersachsen,4.23,10.34,
6382BEG,,Utting,6,Bayern,2.89,7.59,
6383VMV,,Utzedel,6,Mecklenburg-Vorpommern,4.2,11.06,
6385BEG,,Vach,5,Bayern,2.72,7.01,
6387TLBV,,Vachdorf,6,Thüringen,3.43,9.13,
6388BEG,,Vachendorf,7,Bayern,2.13,5.65,
6389NASA,,Vahldorf,7,Sachsen-Anhalt,2.77,7.39,
6390VMBW,,Vaihingen(Enz),4,Baden-Württemberg,3.92,10.18,
6392ZVRPNord,,Vallendar,6,Rheinland-Pfalz,2.27,5.85,
6393LNVG,,Varel(Oldb),5,Niedersachsen,4.79,12.4,
6394LNVG,,Vastorf,7,Niedersachsen,2.85,7.6,
6395BEG,,Vaterstetten,5,Bayern,2.72,7.01,
6396NASA,,Vatterode,7,Sachsen-Anhalt,2.77,7.39,
7965NASA,,VatteröderTeich,7,Sachsen-Anhalt,2.77,7.39,
6397RVB,,Vechelde,5,Niedersachsen,4.19,10.4,
6398LNVG,,Vechta,6,Niedersachsen,4.23,10.34,
7901LNVG,,VechtaStoppelmarkt,7,Niedersachsen,2.85,7.6,
6399BWVI,,Veddel,4,Hamburg,2.79,6.93,
6401VBB,,Vehlefanz,7,Brandenburg,3.21,8.56,
6402TLBV,,Veilsdorf,6,Thüringen,3.43,9.13,
6403BEG,,Veitshöchheim,5,Bayern,2.72,7.01,
3529VRR,,Velbert-Langenberg,5,Nordrhein-Westfalen,2.32,5.93,
4469VRR,,Velbert-Neviges,5,Nordrhein-Westfalen,2.32,5.93,
4550VRR,,Velbert-Nierenhof,6,Nordrhein-Westfalen,2.76,7.0,
5560VRR,,Velbert-Rosenhügel,6,Nordrhein-Westfalen,2.76,7.0,
6404BEG,,Velden(bHersbruck),6,Bayern,2.89,7.59,
6405VMV,,Velgast,5,Mecklenburg-Vorpommern,3.75,9.97,
4534NVV,,Vellmar-Niedervellmar,6,Hessen,2.73,7.26,
4703NVV,,Vellmar-Obervellmar,4,Hessen,4.8,10.93,
8134NVV,,Vellmar-Osterberg/EKZ,5,Hessen,1.98,5.13,
6406VBB,,Velten(Mark),5,Brandenburg,3.44,9.13,
6407VMV,,Ventschow,6,Mecklenburg-Vorpommern,4.2,11.06,
6408LNVG,,Verden(Aller),3,Niedersachsen,9.17,24.07,
6409NVV,,Vernawahlshausen,7,Hessen,2.53,6.77,
6411VBB,,Vetschau,6,Brandenburg,3.98,10.22,
6412RVB,,Vienenburg,5,Niedersachsen,4.19,10.4,
1719BEG,,Vierkirchen-Esterhofen,5,Bayern,2.72,7.01,
6414TLBV,,Viernau,6,Thüringen,3.43,9.13,
6415VRR,,Viersen,3,Nordrhein-Westfalen,4.71,11.77,
1389VRR,,Viersen-Dülken,5,Nordrhein-Westfalen,2.32,5.93,
6416TLBV,,Vieselbach,6,Thüringen,3.43,9.13,
6418VMBW,,Villingen(Schwarzw),4,Baden-Württemberg,3.92,10.18,
7153VMBW,,Villingen-SchwenningenEisstadion,7,Baden-Württemberg,1.9,5.07,
7154VMBW,,Villingen-SchwenningenHammerstatt,7,Baden-Württemberg,1.9,5.07,
6419RMV,,Villmar,6,Hessen,2.48,6.52,
6421BEG,,Vilseck,6,Bayern,2.89,7.59,
6423BEG,,Vilshofen(Niederbay),4,Bayern,3.19,7.89,
6425NASA,,Vinzelberg,6,Sachsen-Anhalt,3.34,8.9,
6426LNVG,,Visselhövede,6,Niedersachsen,4.23,10.34,
6428NWL,,Vlotho,6,Nordrhein-Westfalen,3.85,9.87,
6429VRR,,Voerde(Niederrhein),5,Nordrhein-Westfalen,2.32,5.93,
6433VBB,,Vogelsang(KrOberhavel),7,Brandenburg,3.21,,"8,56Namealt:Vogelsang(KrGransee)"
6435ZÖPNVSüd,,Vogelweh,6,Rheinland-Pfalz,1.99,5.22,
6436BEG,,Vohburg-Rockolding,6,Bayern,2.89,,"7,59Namealt:Vohburg"
6439BEG,,Vöhringen,6,Bayern,2.89,7.59,
6440RVB,,Vöhrum,6,Niedersachsen,4.87,10.77,
6442VMS,,Voigtsgrün,6,Sachsen,3.63,9.66,
6443TLBV,,Voigtstedt,6,Thüringen,3.43,9.13,
6444LNVG,,Voldagsen,6,Niedersachsen,4.23,10.34,
6445ZPS,,Völklingen,3,Saarland,4.69,10.93,
6447NWL,,Volkringhausen,7,Nordrhein-Westfalen,2.48,6.41,
1544RH,,Völksen-Eldagsen,5,Niedersachsen,4.35,11.59,
